District,Constituency,Polling Station,Total,Male,Female,PDF Link
SONIPAT,29-RAI,DAHISARA,1870,1050,820,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290124.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290125.PDF"
SONIPAT,29-RAI,MUKIMPUR,2145,1193,952,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290040.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290041.PDF"
SONIPAT,29-RAI,NATHUPUR,1943,1058,885,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290143.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290144.PDF"
SONIPAT,29-RAI,BAJIDPUR SABOLI,2225,1185,1040,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290145.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290146.PDF"
SONIPAT,29-RAI,BARAULI,2421,1345,1076,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290029.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290030.PDF"
SONIPAT,29-RAI,NANGAL KALAN,4802,2576,2226,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290109.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290110.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290111.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290112.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290113.PDF"
SONIPAT,29-RAI,MUNIRPUR,237,130,107,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290164.PDF
SONIPAT,29-RAI,MALIKPUR,3312,1895,1417,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290001.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290002.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290003.PDF"
SONIPAT,29-RAI,BAKHTAWARPUR,2282,1241,1041,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290009.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290010.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290011.PDF"
SONIPAT,29-RAI,ASAWARPUR,1849,993,856,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290072.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290073.PDF"
SONIPAT,29-RAI,JAGDISHPUR TONKI,1264,717,547,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290058.PDF
SONIPAT,29-RAI,LIWASPUR,2031,1077,954,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290067.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290068.PDF"
SONIPAT,29-RAI,KHARMPUR,898,470,428,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290119.PDF
SONIPAT,29-RAI,PALRI KHRUD,1727,941,786,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290052.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290053.PDF"
SONIPAT,29-RAI,MANAULI,981,557,424,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290118.PDF
